,fullName,id,link,jerseyNumber,code,name,type,abbreviation,Team_Number,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,nationality,height,weight,active,alternateCaptain,captain,rookie,shootsCatches,rosterStatus,season22,timeOnIce22,assists22,goals22,pim22,shots22,games22,hits22,powerPlayGoals22,powerPlayPoints22,powerPlayTimeOnIce22,evenTimeOnIce22,penaltyMinutes22,faceOffPct22,shotPct22,gameWinningGoals22,overTimeGoals22,shortHandedGoals22,shortHandedPoints22,shortHandedTimeOnIce22,blocked22,plusMinus22,points22,shifts22,timeOnIcePerGame22,evenTimeOnIcePerGame22,shortHandedTimeOnIcePerGame22,powerPlayTimeOnIcePerGame22,ot22,shutouts22,ties22,wins22,losses22,saves22,powerPlaySaves22,shortHandedSaves22,evenSaves22,shortHandedShots22,evenShots22,powerPlayShots22,savePercentage22,goalAgainstAverage22,gamesStarted22,shotsAgainst22,goalsAgainst22,powerPlaySavePercentage22,shortHandedSavePercentage22,evenStrengthSavePercentage22,season21,timeOnIce21,assists21,goals21,pim21,shots21,games21,hits21,powerPlayGoals21,powerPlayPoints21,powerPlayTimeOnIce21,evenTimeOnIce21,penaltyMinutes21,faceOffPct21,shotPct21,gameWinningGoals21,overTimeGoals21,shortHandedGoals21,shortHandedPoints21,shortHandedTimeOnIce21,blocked21,plusMinus21,points21,shifts21,timeOnIcePerGame21,evenTimeOnIcePerGame21,shortHandedTimeOnIcePerGame21,powerPlayTimeOnIcePerGame21,ot21,shutouts21,ties21,wins21,losses21,saves21,powerPlaySaves21,shortHandedSaves21,evenSaves21,shortHandedShots21,evenShots21,powerPlayShots21,savePercentage21,goalAgainstAverage21,gamesStarted21,shotsAgainst21,goalsAgainst21,powerPlaySavePercentage21,shortHandedSavePercentage21,evenStrengthSavePercentage21,season20,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,ot20,shutouts20,ties20,wins20,losses20,saves20,powerPlaySaves20,shortHandedSaves20,evenSaves20,shortHandedShots20,evenShots20,powerPlayShots20,savePercentage20,goalAgainstAverage20,gamesStarted20,shotsAgainst20,goalsAgainst20,powerPlaySavePercentage20,shortHandedSavePercentage20,evenStrengthSavePercentage20,season19,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,ot19,shutouts19,ties19,wins19,losses19,saves19,powerPlaySaves19,shortHandedSaves19,evenSaves19,shortHandedShots19,evenShots19,powerPlayShots19,savePercentage19,goalAgainstAverage19,gamesStarted19,shotsAgainst19,goalsAgainst19,powerPlaySavePercentage19,shortHandedSavePercentage19,evenStrengthSavePercentage19,season18,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,ot18,shutouts18,ties18,wins18,losses18,saves18,powerPlaySaves18,shortHandedSaves18,evenSaves18,shortHandedShots18,evenShots18,powerPlayShots18,savePercentage18,goalAgainstAverage18,gamesStarted18,shotsAgainst18,goalsAgainst18,powerPlaySavePercentage18,shortHandedSavePercentage18,evenStrengthSavePercentage18,season17,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,ot17,shutouts17,wins17,losses17,saves17,powerPlaySaves17,shortHandedSaves17,evenSaves17,shortHandedShots17,evenShots17,powerPlayShots17,savePercentage17,goalAgainstAverage17,gamesStarted17,shotsAgainst17,goalsAgainst17,powerPlaySavePercentage17,shortHandedSavePercentage17,evenStrengthSavePercentage17,season16,timeOnIce16,assists16,goals16,pim16,shots16,games16,hits16,powerPlayGoals16,powerPlayPoints16,powerPlayTimeOnIce16,evenTimeOnIce16,penaltyMinutes16,faceOffPct16,shotPct16,gameWinningGoals16,overTimeGoals16,shortHandedGoals16,shortHandedPoints16,shortHandedTimeOnIce16,blocked16,plusMinus16,points16,shifts16,timeOnIcePerGame16,evenTimeOnIcePerGame16,shortHandedTimeOnIcePerGame16,powerPlayTimeOnIcePerGame16,ot16,shutouts16,wins16,losses16,saves16,powerPlaySaves16,shortHandedSaves16,evenSaves16,shortHandedShots16,evenShots16,powerPlayShots16,savePercentage16,goalAgainstAverage16,gamesStarted16,shotsAgainst16,goalsAgainst16,powerPlaySavePercentage16,shortHandedSavePercentage16,evenStrengthSavePercentage16,season15,timeOnIce15,assists15,goals15,pim15,shots15,games15,hits15,powerPlayGoals15,powerPlayPoints15,powerPlayTimeOnIce15,evenTimeOnIce15,penaltyMinutes15,faceOffPct15,shotPct15,gameWinningGoals15,overTimeGoals15,shortHandedGoals15,shortHandedPoints15,shortHandedTimeOnIce15,blocked15,plusMinus15,points15,shifts15,timeOnIcePerGame15,evenTimeOnIcePerGame15,shortHandedTimeOnIcePerGame15,powerPlayTimeOnIcePerGame15,ot15,shutouts15,wins15,losses15,saves15,powerPlaySaves15,shortHandedSaves15,evenSaves15,shortHandedShots15,evenShots15,powerPlayShots15,savePercentage15,goalAgainstAverage15,gamesStarted15,shotsAgainst15,goalsAgainst15,powerPlaySavePercentage15,shortHandedSavePercentage15,evenStrengthSavePercentage15,season14,timeOnIce14,assists14,goals14,pim14,shots14,games14,hits14,powerPlayGoals14,powerPlayPoints14,powerPlayTimeOnIce14,evenTimeOnIce14,penaltyMinutes14,faceOffPct14,shotPct14,gameWinningGoals14,overTimeGoals14,shortHandedGoals14,shortHandedPoints14,shortHandedTimeOnIce14,blocked14,plusMinus14,points14,shifts14,timeOnIcePerGame14,evenTimeOnIcePerGame14,shortHandedTimeOnIcePerGame14,powerPlayTimeOnIcePerGame14,ot14,shutouts14,wins14,losses14,saves14,powerPlaySaves14,shortHandedSaves14,evenSaves14,shortHandedShots14,evenShots14,powerPlayShots14,savePercentage14,goalAgainstAverage14,gamesStarted14,shotsAgainst14,goalsAgainst14,powerPlaySavePercentage14,shortHandedSavePercentage14,evenStrengthSavePercentage14,Salary_2014-15,Salary_2015-16,Salary_2016-17,Salary_2017-18,Salary_2018-19,Salary_2019-20,Salary_2020-21,Salary_2021-22
0,Josh Jacobs,8477972,/api/v1/people/8477972,40,D,Defenseman,Defenseman,D,1,1996-02-15,25,Shelby Township,MI,USA,USA,"6' 2""",200,True,False,False,True,R,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20192020,33:11,0,0,2,3,2,3,0,0,00:00,32:30,2,0.0,0.0,0,0,0,0,00:41,4,1,0,42,16:35,16:15,00:20,00:00,,,,,,,,,,,,,,,,,,,,,20182019,14:54,0,0,0,1,1,2,0,0,00:00,14:54,0,0.0,0.0,0,0,0,0,00:00,1,-1,0,19,14:54,14:54,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,A.J. Greer,8478421,/api/v1/people/8478421,42,L,Left Wing,Forward,LW,1,1996-12-14,24,Joliette,QC,CAN,CAN,"6' 3""",210,True,False,False,False,L,Y,20212022,70:42,1,1,2,14,9,20,0,0,00:06,70:27,2,66.66,7.1,0,0,0,0,00:09,3,0,2,111,07:51,07:49,00:01,00:00,,,,,,,,,,,,,,,,,,,,,20202021,08:33,0,0,7,0,1,0,0,0,00:00,08:33,7,0.0,0.0,0,0,0,0,00:00,0,0,0,12,08:33,08:33,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20182019,94:01,1,1,14,9,15,20,0,0,00:00,94:01,14,40.0,11.11,0,0,0,0,00:00,5,-2,2,142,06:16,06:16,00:00,00:00,,,,,,,,,,,,,,,,,,,,,20172018,125:41,3,0,29,13,17,30,0,0,02:47,122:54,29,33.33,0.0,0,0,0,0,00:00,5,2,3,188,07:23,07:13,00:00,00:09,,,,,,,,,,,,,,,,,,,,,20162017,68:17,1,0,4,8,5,4,0,0,02:52,63:27,4,0.0,0.0,0,0,0,0,01:58,3,-2,1,102,13:39,12:41,00:23,00:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,P.K. Subban,8474056,/api/v1/people/8474056,76,D,Defenseman,Defenseman,D,1,1989-05-13,32,Toronto,ON,CAN,CAN,"6' 0""",210,True,True,False,False,R,Y,20212022,1408:48,17,5,82,114,77,69,0,0,45:05,1296:37,82,0.0,4.4,1,0,0,1,67:06,90,-8,22,1755,18:17,16:50,00:52,00:35,,,,,,,,,,,,,,,,,,,,,20202021,983:47,14,5,26,99,44,41,2,5,89:48,827:53,26,0.0,5.1,0,0,0,0,66:06,46,-16,19,1152,22:21,18:48,01:30,02:02,,,,,,,,,,,,,,,,,,,,,20192020,1504:25,11,7,79,151,68,88,2,6,160:14,1232:41,79,0.0,4.6,3,0,0,0,111:30,90,-21,18,1883,22:07,18:07,01:38,02:21,,,,,,,,,,,,,,,,,,,,,20182019,1427:51,22,9,60,168,63,56,2,10,163:07,1166:17,60,0.0,5.36,1,0,1,1,98:27,75,5,31,1731,22:39,18:30,01:33,02:35,,,,,,,,,,,,,,,,,,,,,20172018,1977:24,43,16,82,207,82,111,5,25,253:23,1507:00,82,33.33,7.73,2,0,0,1,217:01,90,18,59,2323,24:06,18:22,02:38,03:05,,,,,,,,,,,,,,,,,,,,,20162017,1610:40,30,10,44,142,66,78,3,16,172:00,1300:43,44,0.0,7.04,2,0,0,1,137:57,104,-8,40,1860,24:24,19:42,02:05,02:36,,,,,,,,,,,,,,,,,,,,20152016,1792:38,45,6,75,176,68,102,2,24,313:51,1319:21,75,0.0,3.41,0,0,0,0,159:26,80,4,51,1922,26:21,19:24,02:20,04:36,,,,,,,,,,,,,,,,,,,,20142015,2148:40,45,15,74,170,82,97,8,21,302:12,1669:11,74,0.0,8.82,5,1,0,0,177:17,142,21,60,2472,26:12,20:21,02:09,03:41,,,,,,,,,,,,,,,,,,,,20132014,2018:32,43,10,81,204,82,135,4,23,382:16,1581:14,81,0.0,4.9,1,1,0,0,55:02,125,-4,53,2196,24:36,19:17,00:40,04:39,,,,,,,,,,,,,,,,,,,,7000000.0,7000000.0,11000000.0,11000000.0,10000000.0,10000000.0,8000000.0,8000000.0
4,Scott Wedgewood,8475809,/api/v1/people/8475809,41,G,Goalie,Goalie,G,1,1992-08-14,28,Brampton,ON,CAN,CAN,"6' 2""",207,True,False,False,False,L,Y,20212022,2103:08,,,,,37,,,,,,,,,,,,,,,,,,56:50,,,,6,1,0,13,15,1108,144,25,939,26,1028,164,0.91,3.1382,32,1218,110,87.8048780487805,96.15384615384616,91.34241245136187,20202021,888:02,,,,,16,,,,,,,,,,,,,,,,,,55:30,,,,3,2,0,3,8,412,52,7,353,8,388,62,0.9,3.108,15,458,46,83.87096774193549,87.5,90.97938144329896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20172018,1096:30,,,,,20,,,,,,,,,,,,,,,,,,54:49,,,,4,1,0,5,9,524,42,13,469,16,520,51,0.892675,3.447332,17,587,63,82.35294117647058,81.25,90.1923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20152016,240:45,,,,,4,,,,,,,,,,,,,,,,,,60:11,,,,1,1,2,1,111,17,2,92,2,96,18,0.956897,1.246106,4,116,5,94.44444444444444,100.0,95.83333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165000.0
5,Matt Tennyson,8476807,/api/v1/people/8476807,7,D,Defenseman,Defenseman,D,1,1990-04-23,31,Minneapolis,MN,USA,USA,"6' 2""",205,True,False,False,False,R,Y,20212022,103:17,3,0,4,5,8,12,0,0,00:07,99:58,4,0.0,0.0,0,0,0,0,03:12,4,0,3,149,12:54,12:29,00:24,00:00,,,,,,,,,,,,,,,,,,,,,20202021,304:36,2,1,2,14,21,32,0,0,00:24,281:25,2,0.0,7.1,0,0,0,0,22:47,25,0,3,428,14:30,13:24,01:05,00:01,,,,,,,,,,,,,,,,,,,,,20192020,242:56,3,0,6,14,20,27,0,0,00:08,241:49,6,0.0,0.0,0,0,0,0,00:59,18,-2,3,357,12:08,12:05,00:02,00:00,,,,,,,,,,,,,,,,,,,,,20182019,42:59,0,0,0,4,4,10,0,0,00:06,42:34,0,0.0,0.0,0,0,0,0,00:19,2,-4,0,63,10:44,10:38,00:04,00:01,,,,,,,,,,,,,,,,,,,,,20172018,269:35,0,0,8,25,15,13,0,0,26:30,232:58,8,0.0,0.0,0,0,0,0,10:07,11,-8,0,376,17:58,15:31,00:40,01:46,,,,,,,,,,,,,,,,,,,,,20162017,597:54,6,0,6,36,45,65,0,0,02:01,582:04,6,0.0,0.0,0,0,0,0,13:49,48,-13,6,826,13:17,12:56,00:18,00:02,,,,,,,,,,,,,,,,,,,,20152016,304:48,3,1,0,23,29,23,1,1,36:32,266:18,0,0.0,4.35,0,0,0,0,01:58,18,1,4,445,10:30,09:10,00:04,01:15,,,,,,,,,,,,,,,,,,,,20142015,474:19,6,2,16,37,27,48,1,2,48:46,413:10,16,0.0,5.41,0,0,0,1,12:23,34,0,8,675,17:34,15:18,00:27,01:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Ryan Murray,8476850,/api/v1/people/8476850,22,D,Defenseman,Defenseman,D,1,1993-09-27,27,Regina,SK,CAN,CAN,"6' 1""",206,True,False,False,False,L,Y,20212022,521:14,4,0,2,26,37,32,0,0,01:03,480:18,2,0.0,0.0,0,0,0,1,39:53,41,-3,4,721,14:05,12:58,01:04,00:01,,,,,,,,,,,,,,,,,,,,,20202021,893:28,14,0,8,29,48,38,0,0,03:12,809:42,8,0.0,0.0,0,0,0,0,80:34,73,3,14,1099,18:36,16:52,01:40,00:04,,,,,,,,,,,,,,,,,,,,,20192020,538:48,7,2,4,32,27,12,0,2,23:15,460:25,4,0.0,6.3,0,0,0,0,55:08,50,-9,9,708,19:57,17:03,02:02,00:51,,,,,,,,,,,,,,,,,,,,,20182019,1200:36,28,1,10,71,56,27,0,1,33:43,1025:18,10,0.0,1.41,0,0,0,0,141:35,93,20,29,1501,21:26,18:18,02:31,00:36,,,,,,,,,,,,,,,,,,,,,20172018,811:12,11,1,8,34,44,31,0,0,12:06,710:11,8,0.0,2.94,0,0,0,0,88:55,75,4,12,1059,18:26,16:08,02:01,00:16,,,,,,,,,,,,,,,,,,,,,20162017,1099:59,9,2,24,52,60,23,0,1,26:42,960:50,24,0.0,3.85,0,0,0,1,112:27,96,3,11,1463,18:19,16:00,01:52,00:26,,,,,,,,,,,,,,,,,,,,20152016,1873:23,21,4,40,90,82,51,1,11,216:26,1480:52,40,0.0,4.44,0,0,0,0,176:05,171,-10,25,2258,22:50,18:03,02:08,02:38,,,,,,,,,,,,,,,,,,,,20142015,226:54,2,1,8,8,12,5,1,1,09:13,196:56,8,0.0,12.5,0,0,0,0,20:45,11,1,3,280,18:54,16:24,01:43,00:46,,,,,,,,,,,,,,,,,,,,20132014,1311:28,17,4,10,62,66,26,3,7,136:01,1060:49,10,0.0,6.45,0,0,0,1,114:38,97,4,21,1487,19:52,16:04,01:44,02:03,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0
9,Damon Severson,8476923,/api/v1/people/8476923,28,D,Defenseman,Defenseman,D,1,1994-08-07,26,Melville,SK,CAN,CAN,"6' 2""",205,True,True,False,False,R,Y,20212022,1888:23,35,11,57,158,80,91,5,16,186:35,1497:42,57,0.0,7.0,0,0,0,1,204:06,92,-14,46,2121,23:36,18:43,02:33,02:19,,,,,,,,,,,,,,,,,,,,,20202021,1259:08,18,3,29,91,56,57,0,4,103:02,1041:38,29,0.0,3.3,0,0,0,1,114:28,50,-8,21,1455,22:29,18:36,02:02,01:50,,,,,,,,,,,,,,,,,,,,,20192020,1584:26,23,8,52,114,69,81,3,10,137:22,1277:50,52,0.0,7.0,2,0,0,0,169:14,97,-20,31,1924,22:57,18:31,02:27,01:59,,,,,,,,,,,,,,,,,,,,,20182019,1807:31,28,11,58,146,82,83,3,12,201:51,1483:03,58,0.0,7.53,0,0,0,1,122:37,87,-27,39,2155,22:02,18:05,01:29,02:27,,,,,,,,,,,,,,,,,,,,,20172018,1495:40,15,9,42,121,76,107,0,4,124:24,1342:30,42,0.0,7.44,2,0,0,0,28:46,62,-8,24,1904,19:40,17:39,00:22,01:38,,,,,,,,,,,,,,,,,,,,,20162017,1628:11,28,3,58,125,80,79,0,13,181:27,1421:30,58,0.0,2.4,1,0,0,0,25:14,73,-31,31,2091,20:21,17:46,00:18,02:16,,,,,,,,,,,,,,,,,,,,20152016,1307:52,20,1,32,94,72,66,0,5,122:40,1163:25,32,0.0,1.06,0,0,0,0,21:47,41,-8,21,1663,18:09,16:09,00:18,01:42,,,,,,,,,,,,,,,,,,,,20142015,1120:07,12,5,22,93,51,19,0,7,106:23,960:23,22,0.0,5.38,0,0,0,0,53:21,34,-13,17,1438,21:57,18:49,01:02,02:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2500000.0,3000000.0,4675000.0,4675000.0,5050000.0
10,Connor Carrick,8476941,/api/v1/people/8476941,5,D,Defenseman,Defenseman,D,1,1994-04-13,27,Orland Park,IL,USA,USA,"5' 11""",192,True,False,False,False,R,Y,20212022,00:00,0,0,0,0,0,0,0,0,00:00,00:00,0,0.0,0.0,0,0,0,0,00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,20202021,205:22,1,1,5,8,11,11,0,0,06:50,194:26,5,0.0,12.5,0,0,0,0,04:06,24,-2,2,258,18:40,17:40,00:22,00:37,,,,,,,,,,,,,,,,,,,,,20192020,417:53,5,1,17,25,29,27,0,0,02:29,402:01,17,0.0,4.0,1,0,0,0,13:23,39,-6,6,564,14:24,13:51,00:27,00:05,,,,,,,,,,,,,,,,,,,,,20182019,571:09,9,2,19,42,34,25,0,1,29:16,527:54,19,0.0,4.76,1,0,0,0,13:59,37,-13,11,718,16:47,15:31,00:24,00:51,,,,,,,,,,,,,,,,,,,,,20172018,711:20,8,4,27,55,47,42,1,2,14:15,695:32,27,0.0,7.27,3,0,0,0,01:33,53,5,12,992,15:08,14:47,00:01,00:18,,,,,,,,,,,,,,,,,,,,,20162017,1094:31,6,2,51,89,67,66,1,1,37:20,1038:31,51,0.0,2.25,0,0,0,0,18:40,79,8,8,1493,16:20,15:30,00:16,00:33,,,,,,,,,,,,,,,,,,,,20152016,295:08,2,2,15,21,19,38,0,1,10:24,277:10,15,0.0,9.52,1,0,0,0,07:34,19,-5,4,404,15:32,14:35,00:23,00:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20132014,543:04,5,1,23,26,34,25,0,0,10:58,491:36,23,0.0,3.85,0,0,0,0,40:30,56,-9,6,671,15:58,14:27,01:11,00:19,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1500000.0,1500000.0,0.0
11,Aaron Dell,8477180,/api/v1/people/8477180,47,G,Goalie,Goalie,G,1,1989-05-04,32,Airdrie,AB,CAN,CAN,"6' 0""",209,True,False,False,False,L,Y,20212022,565:23,,,,,12,,,,,,,,,,,,,,,,,,47:06,,,,1,0,0,1,8,316,32,12,272,13,297,44,0.893,4.0327,9,354,38,72.72727272727273,92.3076923076923,91.58249158249158,20202021,319:10,,,,,7,,,,,,,,,,,,,,,,,,45:35,,,,0,0,0,1,5,132,18,3,111,3,126,25,0.857,4.1358,5,154,22,72.0,100.0,88.09523809523809,20192020,1834:14,,,,,33,,,,,,,,,,,,,,,,,,55:34,,,,3,0,0,12,15,894,118,24,752,26,827,133,0.907,3.0094,30,986,92,88.7218045112782,92.3076923076923,90.9310761789601,20182019,1323:17,,,,,25,,,,,,,,,,,,,,,,,,52:55,,,,4,2,0,10,8,543,67,24,452,26,503,84,0.885808,3.173923,20,613,70,79.76190476190477,92.3076923076923,89.86083499005964,20172018,1522:05,,,,,29,,,,,,,,,,,,,,,,,,52:29,,,,4,2,0,15,5,708,96,26,586,27,640,108,0.913548,2.641117,22,775,67,88.88888888888889,96.29629629629629,91.5625,20162017,1110:33,,,,,20,,,,,,,,,,,,,,,,,,55:31,,,,1,1,11,6,496,47,9,440,12,465,56,0.930582,1.999009,17,533,37,83.92857142857143,75.0,94.6236559139785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Andreas Johnsson,8477341,/api/v1/people/8477341,11,L,Left Wing,Forward,LW,1,1994-11-21,26,Gävle,,SWE,SWE,"5' 10""",194,True,False,False,False,L,Y,20212022,1019:34,22,13,30,114,71,64,1,1,75:57,937:55,30,28.57,11.4,0,0,0,0,05:42,22,4,35,1401,14:21,13:12,00:04,01:04,,,,,,,,,,,,,,,,,,,,,20202021,696:42,6,5,12,65,50,39,1,1,66:57,610:40,12,39.28,7.7,0,0,0,0,19:05,17,-1,11,950,13:56,12:12,00:22,01:20,,,,,,,,,,,,,,,,,,,,,20192020,677:27,13,8,14,78,43,43,4,5,86:53,581:07,14,0.0,10.3,1,0,0,0,09:27,21,0,21,897,15:45,13:30,00:13,02:01,,,,,,,,,,,,,,,,,,,,,20182019,997:48,23,20,32,130,73,60,3,6,115:08,881:37,32,36.84,15.38,3,0,0,0,01:03,36,14,43,1406,13:40,12:04,00:00,01:34,,,,,,,,,,,,,,,,,,,,,20172018,105:18,1,2,0,19,9,5,0,1,11:36,87:16,0,33.33,10.53,0,0,0,0,06:26,5,-2,3,159,11:42,09:41,00:42,01:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
